topicIdx,short,key,usercode,created,long,version,mode,conf,wordNum,duration,randomImage_idx
45,performance arts,4671497952034816,73FTBBGR,2015-03-05T22:13:19,Various performance art techniques,4,topic-in-a-box,4,10,58,4
9,ski,4672003952869376,4HWVKF74,2015-03-06T14:11:59,World ski year in the mountain states.,4,wordcloud,4,5,131,5
34,Seasons,4672220043411456,U0KFUZCJ,2015-03-05T13:10:00,Discussing the different seasons,4,word,4,5,14,1
41,Terrorism,4672513174929408,JBEY7BQZ,2015-03-04T01:22:05,Description of terrorist activities,4,word,4,20,40,4
8,financial,4674487249272832,0QHM0WV1,2015-03-05T16:02:48,report for a company's loss or earnings,4,histogram,4,5,67,3
19,book review,4675946464411648,31Q82D58,2015-03-05T18:24:50,"This article is about book reviews, specifically about a war novel.",4,word,4,20,41,3
14,healthcare,4676224026673152,85W056VQ,2015-03-05T03:17:11,article on drugs in heathcare,4,word,3,20,79,4
15,Hollywood awards show,4676961687306240,PXSPP2SF,2015-03-05T16:08:00,A museum in Hollywood is hosting an arts and film awards show.,4,wordcloud,4,20,71,2
24,Professional football,4677667135684608,4QLNUSD7,2015-03-05T16:00:55,I think it's about an NFL football season and the games of said season.,4,histogram,4,20,86,3
22,Journalism,4678835903660032,ERAXPQ3O,2015-03-05T14:57:47,This is a description of a news agency.,4,topic-in-a-box,4,10,31,3
49,Foreign transportation,4679332509253632,51TRJWLD,2015-03-04T19:57:51,Different modes of transportation across the world,4,histogram,4,20,33,5
22,familial relations,4680894803607552,BIMBMQBP,2015-03-03T09:08:57,These are terms that help describe familial relationships,4,histogram,4,10,53,4
15,medical researching of diseases,4680920841846784,MWVNVOAK,2015-03-03T03:58:27,There are lots of different types of medical researchers working on today's problem diseases.,4,topic-in-a-box,4,20,96,3
5,theater in NYC,4682855993049088,GH19ISEG,2015-03-06T17:10:28,"This could be information about theater plays, where to find them, what times to go, how to get there.",4,topic-in-a-box,3,20,77,5
13,Police shooting,4682930886541312,NZPDJ9KZ,2015-03-03T08:22:40,Police shot and killed a black man charged with murder. ,4,histogram,4,20,55,4
8,real estate market,4685817104564224,V39YTL3W,2015-03-03T10:49:59,An overview of the health of the real estate market,4,topic-in-a-box,4,10,60,2
12,youtube,4686048764362752,YPWV1SBA,2015-03-03T13:40:02,a place to watch videos online,4,histogram,5,5,15,5
47,Family activities,4686456517820416,HA41EB5A,2015-03-03T07:00:17,I think the words have to do with family activities. ,4,topic-in-a-box,5,20,72,3
10,travel,4688084847296512,HTTRHVW9,2015-03-04T04:42:05,a way of getting one place to another ,4,word,4,10,25,1
46,Street Art Show,4688427370938368,JUA4S4L0,2015-03-06T03:48:30,A theater is showing an event at the museum.,4,wordcloud,4,10,44,2
25,College's and Students,4688789221933056,05PCE9UZ,2015-03-06T15:02:57,This article is about University Colleges and their students.,4,histogram,5,5,83,4
49,Chineese immigrants to canada.,4689296833380352,C3DD11EF,2015-03-03T14:11:35,Chinese immigrants move to canada because it is cheaper to live there and they wont be homeless.,4,word,3,20,36,2
28,news article,4689596138913792,RKK02SN9,2015-03-05T17:52:19,"An article about recent dealings between Iran and the USA, and their possible consequences.",4,wordcloud,4,10,32,5
40,Basketball games,4690652432433152,SQ4MRDGK,2015-03-03T07:29:26,A basketball team scores a certain number of points in the most recent game.,4,wordcloud,4,5,80,5
3,religion,4692706232107008,BUXP50R0,2015-03-05T18:09:45,these have to do with faith and belief,4,word,5,5,13,2
48,new york baseball,4693538650456064,1JRBWLAO,2015-03-05T13:07:55,The article is about baseball players in New York. ,4,wordcloud,4,20,39,1
15,Film,4693816212717568,969VNPFS,2015-03-03T07:35:03,Film is an art that is lead by the director and later produced as movies.,4,word,5,10,29,3
5,restaurant city hotel,4694853178884096,187KAFXM,2015-03-05T20:43:15,Travel article talking about various attractions.,4,wordcloud,4,10,24,1
44,theater dance ballet,4695806393188352,T97RXE52,2015-03-04T05:44:40,a theater had a dance ballet,4,word,1,5,68,1
0,Food,4696417083850752,SRK0OGSH,2015-03-05T21:31:26,This is a recipe for making fish.,4,wordcloud,4,10,15,2
22,a family,4696614920781824,FTXVLT8I,2015-03-05T13:40:28,Talking about a family that has lived together over the years,4,wordcloud,2,10,18,1
5,Street names,4696924695298048,Y0NYSJQW,2015-03-03T09:03:32,Naming streets ,4,topic-in-a-box,4,5,19,1
40,statistics,4697585314955264,C5GCJL3M,2015-03-05T15:05:25,Information about how well specific players and teams performed.,4,wordcloud,3,10,38,3
7,Real Estate Trends,4698891253448704,MC33U7Z4,2015-03-03T06:47:18,An economic analysis of the purchase of real estate by prospective home owners. ,4,word,2,20,53,5
22,Family life,4699543820042240,QLDCK1IH,2015-03-05T18:12:14,The family lived in the apartment.,4,word,4,20,42,5
10,Winter sports,4699725550845952,WLSW97OG,2015-03-06T12:57:59,This concept deals with winter sports,4,topic-in-a-box,4,10,12,2
22,quoted people in the news,4700582396821504,GX0IZXWI,2015-03-03T06:42:31,A journalist quoting someone.,4,topic-in-a-box,4,5,22,1
46,entertainment,4700763053883392,3SU6L9UU,2015-03-05T13:06:03,different types of entertainment,4,word,4,20,33,2
7,Iraq war,4701146379714560,UR3KGOOV,2015-03-05T18:05:04,america's military involvement in Iraq under George Bush,4,topic-in-a-box,3,20,52,4
38,Tennis,4701780961132544,PHME5BJC,2015-03-04T18:54:05,The Williams sisters often win many of their tennis matches and tournaments.,4,wordcloud,3,20,34,2
45,Car Sales,4702120800419840,C1D6ZX6Q,2015-03-05T16:18:18,A story about cars and car sales.,4,word,4,20,22,2
6,War in Iraq,4702405610438656,S76KL4RO,2015-03-05T19:34:06,The lasting effects of President Bush's war in Iraq,4,wordcloud,4,10,38,2
4,Meeting place,4703001805586432,A2VQ4L9M,2015-03-05T16:15:33,Intersection where people plan to meet tomorrow,4,word,2,5,34,2
7,Real estate,4704261036310528,1TGG693Z,2015-03-05T03:47:19,Homes and real estate sales.,4,wordcloud,5,10,20,2
19,Biography,4706186255400960,7O8UTM8M,2015-03-05T21:24:30,This is a review of a biography of someone.,4,wordcloud,4,5,22,2
19,books and history,4707404415500288,JNY2YTSA,2015-03-05T17:39:12,Books are a resource for examining our history and our lives,4,word,3,5,45,2
44,theater opening,4708254819024896,9H5LC98D,2015-03-05T15:03:55,article in reference to a new theatre opening or re-opening,4,histogram,4,5,34,4
14,Research Study,4709140656029696,4R6ZY5E3,2015-03-05T17:44:57,Research study indicates patients need more drugs to combat disease,4,wordcloud,2,10,84,3
21,There is news,4709671621361664,TIIZXX06,2015-03-05T19:32:36,There is some sort of news issue.,4,wordcloud,1,5,24,4
8,Financial Analysis,4710103265574912,11K1JX0W,2015-03-05T16:39:56,The concept is about how much businesses can make in a year.,4,histogram,3,5,26,4
45,theater,4712146059395072,9KJP0Q18,2015-03-06T15:32:09,theater components,4,topic-in-a-box,2,20,38,4
41,Saddam Hussein's Fall,4712851507773440,3WN47Y4C,2015-03-05T20:51:34,Saddam Hussein's fall from government and his crimes and execution,4,wordcloud,5,10,54,2
22,Nuclear family,4713589168406528,A2VQ4L9M,2015-03-05T16:15:33,Description of a generic family,4,word,4,5,33,2
42,Middle East,4714207106826240,10DLNJB9,2015-03-06T00:04:27,"The Good, the bad, and the ugly of MIddle Eastern countries. ",4,topic-in-a-box,4,20,83,2
1,Medical ,4716887703289856,YI474HCL,2015-03-06T07:16:40,Words in describing medical insurance and care. ,4,word,2,5,59,1
47,Politics,4718040365137920,QEJ75TAY,2015-03-05T20:04:38,"Articles about politics, mostly pertaining to businesses.",4,wordcloud,4,10,54,5
23,Family,4718115258630144,9LEY9BXL,2015-03-03T06:29:00,Family president death.,4,wordcloud,2,5,13,5
26,entertainment,4718346918428672,E7PRLACN,2015-03-04T04:44:18,how people use free time for pleasure,4,word,3,10,17,5
8,Finance,4721001476653056,IR05FG90,2015-03-03T06:42:27,It is dealing with the market/finances/trades.,4,wordcloud,4,20,47,2
33,American People,4721233136451584,R4P6NUA9,2015-03-03T07:00:31,How various people like living in America. ,4,histogram,2,20,84,1
11,public speech,4721448958558208,7RDFKZUI,2015-03-06T04:15:24,these words can be used to descirbe do's and don't of public speech,4,wordcloud,3,10,123,5
15,Movies,4723269219385344,74RXFTPD,2015-03-03T07:50:26,Film festival and film museums.,4,wordcloud,3,20,184,4
24,Death,4723536849534976,WLSW97OG,2015-03-06T12:57:59,This concept deals with death,4,topic-in-a-box,4,10,8,2
19,coaching,4723973594021888,SAY80TRR,2015-03-05T23:21:33,league of san francisco,4,topic-in-a-box,3,10,149,1
11,little people,4724274510168064,1JRBWLAO,2015-03-05T13:07:55,Little people are good and kind. ,4,wordcloud,1,20,57,1
47,Federal tax,4724481205469184,JQLJUCS8,2015-03-03T07:37:34,It's the law to pay this to the government.,4,word,5,5,23,1
42,muslim states,4724780511002624,W9MFY8TQ,2015-03-05T16:02:31,Words describing terrorism?,4,topic-in-a-box,4,10,38,3
42,Obituary,4725279532515328,VTFRMW8H,2015-03-05T04:11:44,"Articles describing the death of a spouse, such as in an obituary.",4,histogram,3,5,34,1
10,travel,4726491250163712,4RGF5TVJ,2015-03-04T18:15:34,mountains year round in the states,4,topic-in-a-box,2,5,72,2
2,TV ratings,4726542252900352,E8Y0HAI1,2015-03-04T05:32:06,Article is about TV and radio station ratings.,4,word,2,5,96,2
32,autobiography,4727151332950016,AOVTZ2Y0,2015-03-05T20:44:57,summary or review of an autobiography,4,wordcloud,3,20,51,1
31,"Food, restaurant reviews",4727890604195840,96OTUNLT,2015-03-05T16:38:01,A review of restaurants in the area,4,histogram,4,10,33,5
8,Stock Market,4728192057212928,4USV3EMZ,2015-03-05T01:33:57,Article on the fluctuations of the stock market,4,word,3,20,69,2
45,"Cars, Trucks, Vehicles",4729650735480832,AOZ8CI4S,2015-03-04T18:47:07,There are many different automotive companies depicting different styles of vehicles and their brand name counterparts.,4,word,3,20,72,4
45,Ford Motor,4730990765277184,T6EN3GJC,2015-03-03T09:00:16,The automobile industry and the Ford company. ,4,wordcloud,4,5,23,1
43,families,4731370869882880,AWPDEXU8,2015-03-05T21:00:28,These words represent newspaper articles discussing families and family life.,4,histogram,4,5,36,5
10,international airport security ,4731601455939584,8QPJD6ZQ,2015-03-05T18:33:11,security at national airports ,4,histogram,4,5,42,1
34,nature,4732332942557184,3QBRMEPR,2015-03-05T15:01:50,how weather effects nature in winter,4,histogram,4,5,22,4
0,cooking fish,4732855049519104,FH190Z6W,2015-03-03T07:35:54,An article about the techniques used when cooking fish.,4,word,3,5,34,4
5,Hotel with Restaurant,4733697399980032,6974Z4MM,2015-03-04T16:44:11,These words describe a city hotel with restaurant.,4,word,4,5,22,3
35,business,4734728192131072,RUH643FD,2015-03-05T16:38:25,Relates to financial institutions and business in general.,4,wordcloud,4,20,38,2
9,Olympic games,4734909922934784,31Q82D58,2015-03-05T18:24:50,"Sporting news, ranging from summer to winter olympics",4,word,4,20,35,3
40,hockey news,4736330751803392,6O7RETY5,2015-03-05T16:17:51,new information on hockey team,4,histogram,3,20,27,2
49,Transit in China,4736965333221376,3QY34690,2015-03-03T13:55:50,Description about mass transit in China. ,4,histogram,4,10,28,1
47,government regulations,4737305172508672,46VE587V,2015-03-05T12:58:27,the process of justice is complex and many checks and balances exist,4,word,4,20,24,4
12,people know little,4737589982527488,ZUYVPHVV,2015-03-05T16:43:40,People often think like each other but only know a little.,4,topic-in-a-box,2,5,31,2
41,Execution of Saddam ,4738186177675264,6GZT824V,2015-03-05T13:15:52,The governmnet report on the execution of Saddam Hussein.,4,wordcloud,4,5,30,1
7,Real estate. ,4739445408399360,7VM41Z01,2015-03-04T04:29:49,This descrbes different types of real estate listing and properties. ,4,word,4,20,62,5
15,drug,4740041603547136,S2QB3R3E,2015-03-03T22:02:57,A drug study on patients to fight disease.,4,topic-in-a-box,3,10,48,3
35,business,4740689069867008,NCFRNXEM,2015-03-05T13:02:04,analysis of companies and corporations deals with many concepts,4,histogram,4,20,14,3
25,Education,4741075348488192,SDNL70BL,2015-03-03T07:08:40,All of these words have something to do with education.,4,histogram,5,20,31,1
45,auto design article,4741370627489792,RKK02SN9,2015-03-05T17:52:19,An article about recent automobile design trends.,4,wordcloud,4,10,34,5
42,Obitiary,4742588787589120,3O0GFYII,2015-03-05T16:15:38,This is the obituary of a devoted father and husband,4,histogram,4,20,43,5
34,seasonal article,4744855993450496,RKK02SN9,2015-03-05T17:52:19,An article about recent winter conditions at a local park.,4,wordcloud,4,10,27,5
34,weather,4747330431483904,V2ULREZY,2015-03-05T18:01:53,Winter weather and its effect on trees,4,histogram,3,5,31,5
49,Traveling in china,4748035879862272,MXH10AOU,2015-03-05T17:25:00,You can travel between Hong Kong and china by train.,4,histogram,3,5,40,5
33,Dead Wife,4748773540495360,LBNAPY0V,2015-03-05T13:18:40,A man by the name of Martin wrote about his wife who died several years ago,4,topic-in-a-box,2,5,126,3
41,saddam hussein execution,4750109006888960,SYASPRAM,2015-03-03T07:30:24,Article about the execution of Saddam Hussein.,4,wordcloud,4,10,42,2
31,Restaurant reviews,4751289586024448,9DP6CI3K,2015-03-03T07:39:12,"Restaurants are reviewed for the best dining experience, including wine and chicken dishes.",4,wordcloud,5,10,121,5
5,Road work tomorrow,4752502108979200,DGEDANLH,2015-03-05T14:52:33,There will be road work tomorrow on the avenue going east and west.,4,topic-in-a-box,4,5,56,4
17,Legal system,4753299630718976,0KY1L9V4,2015-03-04T04:58:43,A court case and/or sentencing.,4,word,4,20,30,3
31,restaurant menu,4756185848741888,LXVC41Z4,2015-03-04T15:25:46,The description is speakng about a restaurant menu. ,4,wordcloud,4,10,38,3
31,Fine Dining,4756417508540416,TZIBRM0T,2015-03-04T15:42:25,"The food, wine, and restaurant likes are reviewed in this article.",4,wordcloud,4,5,41,5
34,Snow,4757037594443776,YWBC5DBD,2015-03-03T07:14:10,Snow falls on trees in winter,4,wordcloud,3,5,45,5
15,Drug Trials,4759458882256896,VAYA646A,2015-03-05T18:02:34,Current process for getting new drugs approved in USA,4,topic-in-a-box,2,10,26,1
44,art,4759665577558016,MKLW0RDS,2015-03-04T08:04:00,Cultural events.,4,word,4,10,40,5
40,Energy is Power,4760474105151488,CRC3QC42,2015-03-03T07:18:23,"Energy, oil, and gas have power.",4,topic-in-a-box,4,5,31,3
23,death,4763907394633728,JB0BCZ1W,2015-03-05T16:44:12,Article or obituary about the passing of a board member,4,word,4,10,42,2
47,Federal Laws,4764184956895232,YNPLK0OF,2015-03-04T01:36:53,Government laws regarding Federal taxes.,4,word,4,5,89,5
32,Cuisine review,4764922617528320,U6QESW5W,2015-03-05T13:11:51,"Evaluations of different food topics: drinks, food, dining atmosphere, etc.",4,topic-in-a-box,2,5,304,4
31,"governemnt, war",4765221923061760,MKMQTJH7,2015-03-06T15:24:41,"countries, war",4,topic-in-a-box,4,20,25,1
6,favorite place,4765628065906688,AGPCLK8S,2015-03-05T13:35:40,Favorite hotel and restaurant in the city.,4,topic-in-a-box,3,5,47,3
45,Cars,4766785828028416,AA6KCOTJ,2015-03-06T12:56:48,This concept deals with cars,4,histogram,4,20,11,5
36,BUILDING CONSTRUCTION,4767293439475712,KXKK3ZP0,2015-03-04T02:26:53,A NEW PROJECT THAT WAS BEING BUILT,4,word,3,20,45,2
3,Mass Media,4767592208138240,ERAXPQ3O,2015-03-05T14:57:47,This is a description of news designed to reach wide audiences.,4,topic-in-a-box,4,10,114,3
33,Living with others,4769912564219904,09TG882S,2015-03-06T00:39:34,Improving life over the years,4,wordcloud,1,5,48,4
5,local attractions,4771515123892224,AOVTZ2Y0,2015-03-05T20:44:57,list of local attractions and nightlife for visitors,4,wordcloud,3,20,55,1
13,Online websites,4772489544597504,N1J2B0AB,2015-03-05T17:57:25,Discusses several online websites.,4,topic-in-a-box,2,5,21,2
35,Buinessness,4772746168893440,6LFOFEWF,2015-03-03T11:07:16,The inner working of the business world ,4,word,4,20,159,4
2,News,4772774354616320,47JIW0IX,2015-03-06T04:41:57,Millions have been watching the television series called radio news.,4,histogram,4,5,37,1
